Voter ID,County,Candidate
16155430,Marsh,Khan
14142750,Marsh,Khan
17823589,Marsh,Li
10672413,Bamoo,Khan
18132127,Marsh,Correy
12425096,Marsh,O'Tooley
11862887,Marsh,Li
19785716,Queen,Khan
12391866,Bamoo,Li
11259663,Bamoo,Khan
11306175,Marsh,Khan
16281776,Bamoo,Li
12539730,Queen,Khan
15985290,Bamoo,Khan
10692848,Bamoo,Khan
18206301,Queen,Correy
12439581,Marsh,Correy
15823795,Marsh,Khan
18507561,Marsh,Li
15182933,Marsh,Khan
13575214,Marsh,Khan
16435645,Marsh,Khan
19350378,Marsh,Khan
11995622,Marsh,Khan
19388234,Queen,Khan
13877967,Marsh,Khan
19909160,Marsh,Correy
13659503,Marsh,Khan
19134023,Marsh,Correy
13718512,Marsh,Khan
15224490,Marsh,Khan
16804721,Marsh,Correy
16998659,Marsh,Khan
18955053,Marsh,Khan
14645617,Marsh,Correy
13823623,Marsh,Khan
19174372,Marsh,Khan
11547174,Queen,Correy
14387134,Marsh,Khan
19442995,Marsh,Correy
18575480,Marsh,Li
19226746,Marsh,Li
13603146,Bamoo,Khan
13123161,Marsh,Khan
14855837,Marsh,Correy
10591199,Bamoo,Khan
15196376,Marsh,Khan
15141542,Marsh,Khan
14872905,Marsh,Khan
10524917,Marsh,Correy
10874538,Queen,Correy
18567371,Marsh,Khan
10761508,Marsh,Khan
12093324,Queen,Khan
15978581,Marsh,Khan
15124244,Marsh,Khan
12299282,Marsh,Khan
19261356,Bamoo,Khan
11978032,Bamoo,Khan
18371513,Trandee,Khan
10069778,Queen,Khan
14008206,Marsh,Li
19243304,Queen,Khan
13295807,Marsh,Khan
19235053,Raffah,Khan
11560382,Marsh,Li
16233712,Marsh,Li
12570463,Marsh,Khan
14415670,Marsh,Khan
17957021,Queen,Khan
17582714,Queen,Khan
19296827,Queen,Khan
19019799,Marsh,Correy
13001863,Marsh,Khan
14947365,Bamoo,Correy
17863518,Queen,Correy
12439837,Marsh,Khan
13661276,Marsh,Khan
16982513,Marsh,Khan
16035168,Marsh,Khan
18643342,Queen,Li
18072810,Marsh,Khan
17843702,Marsh,Correy
16400713,Marsh,Khan
15095735,Marsh,Khan
14316913,Marsh,Correy
18308594,Queen,Khan
18921972,Queen,Khan
18089746,Marsh,Correy
15420328,Marsh,Khan
10622109,Queen,Correy
10496577,Marsh,Khan
16137589,Marsh,Khan
17997787,Marsh,Khan
11827357,Marsh,Correy
19728770,Marsh,Khan
15079288,Marsh,Li
16481625,Marsh,Khan
18239775,Marsh,Correy
19942092,Marsh,Correy
10874676,Queen,Khan
16033812,Marsh,Correy
13002390,Marsh,Li
17237880,Marsh,O'Tooley
10161718,Marsh,Khan
14230556,Marsh,Khan
10285316,Queen,Khan
10761988,Marsh,Correy
10755669,Marsh,Khan
18039858,Marsh,Khan
15011198,Queen,Khan
17969453,Marsh,Khan
13104005,Queen,Correy
11791332,Bamoo,Khan
18568474,Marsh,Li
19330152,Bamoo,Li
15696423,Marsh,O'Tooley
17569473,Queen,Khan
14440979,Marsh,Li
14072385,Marsh,O'Tooley
18494846,Queen,Khan
16975409,Marsh,Khan
11033927,Queen,Correy
11704946,Marsh,Khan
17780413,Marsh,Khan
16452334,Bamoo,Khan
16995693,Marsh,Correy
19359036,Marsh,Khan
18594851,Marsh,Correy
10695663,Queen,Khan
10971291,Marsh,Correy
15943195,Marsh,Khan
18296399,Marsh,Correy
16324747,Queen,Correy
12966021,Marsh,Li
18180173,Marsh,Khan
14850725,Marsh,Khan
14042487,Marsh,Khan
17685242,Marsh,Li
17829591,Bamoo,Khan
17358700,Marsh,Correy
11789614,Marsh,Correy
17827030,Marsh,Khan
14196508,Marsh,Khan
19686261,Marsh,Khan
11674532,Queen,Correy
10678939,Trandee,Khan
19276395,Marsh,Khan
11012166,Marsh,Correy
17682973,Marsh,Correy
18694752,Marsh,Khan
19513797,Marsh,Correy
16122321,Trandee,Khan
10279616,Marsh,Khan
19279895,Queen,Correy
14771731,Marsh,Correy
18585531,Marsh,Khan
17001617,Trandee,Correy
15551187,Marsh,O'Tooley
16702982,Marsh,Khan
13030884,Marsh,Khan
11367757,Queen,Khan
16471021,Marsh,Khan
13300333,Queen,Correy
19354176,Queen,Khan
14708118,Marsh,Khan
15894675,Marsh,Correy
11774294,Marsh,Khan
17811102,Bamoo,Khan
14317449,Marsh,Correy
15007777,Queen,Li
11438450,Marsh,Khan
17966042,Marsh,Correy
18422779,Queen,Khan
16780696,Marsh,Khan
14597057,Marsh,Khan
17661568,Marsh,Correy
10095393,Bamoo,Khan
11136296,Marsh,Correy
17125335,Queen,Khan
19839618,Marsh,Khan
17334934,Marsh,Correy
12387416,Bamoo,Khan
15088978,Queen,Khan
12518350,Queen,Khan
19876290,Bamoo,Khan
12640974,Marsh,Khan
18174536,Bamoo,Khan
11999576,Marsh,Khan
17725436,Queen,Correy
18664235,Marsh,Correy
19121053,Marsh,Correy
16548121,Marsh,Khan
12689660,Marsh,Khan
12244860,Bamoo,Khan
14508578,Marsh,Khan
11628659,Marsh,Correy
12721201,Marsh,Khan
11112027,Queen,Khan
14451977,Marsh,Correy
12024673,Marsh,Correy
14655094,Queen,Khan
13051885,Marsh,Khan
17797824,Raffah,Correy
15873936,Marsh,Correy
10918311,Marsh,Khan
12362095,Marsh,Khan
10581530,Marsh,Khan
15786902,Queen,Khan
15804729,Marsh,Khan
19533695,Queen,Khan
12095988,Marsh,Khan
14001599,Marsh,Li
11217298,Raffah,Khan
15938791,Marsh,Khan
18366259,Queen,Li
19236465,Marsh,Correy
18679724,Marsh,Khan
18773665,Marsh,Li
14694068,Raffah,Khan
15048762,Marsh,Khan
12662174,Marsh,Khan
16410710,Marsh,Li
11579930,Bamoo,Khan
16571534,Marsh,Correy
15387087,Marsh,Khan
13448898,Raffah,Khan
13273353,Marsh,Khan
12546954,Marsh,Khan
16146550,Queen,Correy
11051199,Queen,Correy
18563601,Marsh,Khan
13527260,Queen,Khan
13402427,Marsh,Khan
10763149,Queen,Khan
12100196,Marsh,Khan
17300790,Marsh,Correy
18640816,Queen,Khan
11218617,Marsh,Khan
10592339,Marsh,Correy
12765196,Marsh,Khan
10626283,Marsh,Khan
10613611,Marsh,Khan
19934676,Marsh,Li
12189380,Marsh,Khan
12716245,Queen,Khan
10273786,Marsh,Khan
17028223,Marsh,Li
19341115,Marsh,Khan
12091525,Queen,Correy
10687192,Marsh,Khan
18164416,Marsh,Correy
13033759,Marsh,Khan
19781867,Marsh,Khan
12294878,Queen,Correy
11316728,Queen,Li
18249738,Bamoo,Li
18355003,Marsh,Li
18804938,Marsh,Correy
19360033,Marsh,Khan
15664410,Marsh,Khan
18606285,Marsh,Khan
16901800,Marsh,Khan
14143473,Marsh,Khan
18255470,Marsh,Khan
11722207,Marsh,Khan
14353472,Marsh,Correy
10254026,Marsh,Correy
10868457,Queen,Correy
10461018,Marsh,Khan
17621970,Trandee,Correy
16038565,Marsh,Khan
12102155,Marsh,Correy
12300858,Queen,Khan
13390558,Marsh,Khan
16258973,Raffah,Khan
14527403,Marsh,Khan
11991325,Marsh,Khan
15825959,Marsh,Correy
18483655,Queen,Khan
12192990,Marsh,Khan
17138534,Bamoo,Khan
18758068,Marsh,Khan
17634225,Queen,Correy
12910707,Marsh,Li
10958915,Marsh,Correy
11295799,Marsh,Khan
16224362,Marsh,Khan
13799166,Raffah,Correy
17677337,Bamoo,Khan
13537934,Bamoo,O'Tooley
10721034,Trandee,Correy
17845588,Raffah,Khan
17178324,Marsh,Khan
19857172,Marsh,Correy
12857297,Marsh,Khan
10480456,Marsh,Li
18667919,Marsh,Correy
14929881,Marsh,Khan
16899430,Marsh,Li
16165824,Marsh,Khan
15540806,Marsh,Li
17821032,Marsh,Khan
12237204,Marsh,Khan
15051497,Marsh,Li
13281685,Bamoo,Khan
10241135,Marsh,Khan
11762538,Marsh,Khan
15740972,Marsh,Li
18395878,Bamoo,Khan
12639396,Trandee,Khan
18633771,Trandee,Li
18889797,Marsh,Correy
18983694,Marsh,Khan
10484743,Marsh,Li
12597747,Bamoo,Correy
10065178,Queen,Khan
18270476,Marsh,Li
17101329,Marsh,O'Tooley
13953255,Marsh,Correy
11922872,Bamoo,Correy
11289943,Marsh,Correy
17439820,Marsh,Li
18785058,Marsh,Khan
19668955,Bamoo,Khan
10654930,Bamoo,Khan
16881471,Queen,Khan
19099275,Marsh,Khan
19424419,Marsh,Correy
12356558,Marsh,Khan
19137721,Marsh,Correy
14641038,Marsh,Correy
18750865,Marsh,Khan
18746764,Marsh,O'Tooley
17628915,Marsh,Li
19625375,Raffah,Correy
17199437,Queen,O'Tooley
19572664,Marsh,Khan
16675708,Trandee,Khan
11677422,Queen,Khan
10678357,Marsh,Li
19330434,Marsh,Khan
19278382,Bamoo,Khan
12992262,Marsh,Li
14602786,Marsh,Khan
16953383,Queen,Khan
11840658,Queen,Khan
12365474,Marsh,Khan
12484146,Marsh,Khan
18291324,Queen,Khan
15121939,Marsh,Khan
18443641,Marsh,Correy
16073179,Marsh,Khan
15782779,Queen,Correy
19769833,Marsh,Khan
11498360,Marsh,Correy
18043321,Marsh,Khan
11227142,Marsh,Khan
12043607,Queen,Khan
13515483,Marsh,Khan
10560316,Marsh,Correy
11693736,Queen,Khan
11399068,Marsh,Li
14938885,Queen,Khan
10898081,Marsh,Khan
13698056,Marsh,Khan
16127394,Queen,Khan
18642322,Queen,Li
12395729,Bamoo,Khan
10272944,Marsh,Khan
13616846,Bamoo,Khan
18913689,Marsh,Correy
19900867,Queen,Khan
15205825,Marsh,Khan
17996526,Marsh,Khan
18410723,Marsh,Khan
16278025,Marsh,Khan
10339505,Marsh,Khan
16391991,Marsh,Khan
19294107,Marsh,Khan
10855854,Marsh,Li
15624679,Marsh,Khan
13830100,Bamoo,Khan
19493208,Marsh,Khan
16641926,Marsh,Khan
13473277,Trandee,Khan
13496591,Marsh,Li
14657860,Marsh,Khan
14872279,Trandee,Khan
18172604,Marsh,Correy
10099376,Bamoo,Li
13715372,Marsh,Khan
10511688,Marsh,Khan
14256616,Queen,Correy
15617896,Marsh,Khan
17966537,Marsh,Khan
19076244,Queen,Khan
12852483,Marsh,Khan
18440206,Marsh,O'Tooley
12730702,Queen,Li
17176890,Bamoo,Khan
16768111,Trandee,Khan
18605333,Marsh,Khan
14976440,Marsh,Correy
11412001,Marsh,Li
18965064,Marsh,Khan
10804140,Marsh,Correy
15728696,Marsh,Correy
11100319,Queen,Li
15782084,Queen,O'Tooley
19265136,Marsh,Khan
17629826,Marsh,Khan
13824094,Queen,Khan
19622796,Queen,Khan
14616715,Marsh,Khan
19454995,Queen,Li
11307056,Marsh,Khan
17359326,Marsh,Khan
11559978,Bamoo,Khan
19486913,Bamoo,Khan
14608661,Trandee,Correy
10004335,Marsh,Khan
16912646,Marsh,Khan
17528759,Marsh,Khan
14823189,Queen,Li
18526854,Marsh,O'Tooley
12728901,Marsh,Khan
10622957,Raffah,Khan
12625598,Marsh,Khan
13011458,Marsh,Khan
18745020,Queen,Khan
18149491,Marsh,Correy
17716424,Marsh,Li
15954520,Marsh,Khan
12756781,Bamoo,Khan
13456877,Queen,Khan
15935007,Marsh,Li
11486707,Marsh,Khan
17449537,Marsh,Khan
11927295,Queen,Correy
15235050,Marsh,Khan
14508719,Marsh,Khan
16677489,Queen,Li
16651444,Queen,Khan
17818638,Marsh,Khan
14391204,Marsh,O'Tooley
14506505,Marsh,Khan
13455680,Marsh,Khan
10679227,Marsh,Li
14965790,Marsh,Khan
17972837,Marsh,Li
18138609,Queen,Khan
14517849,Marsh,Khan
19510928,Raffah,Khan
15711122,Marsh,Khan
10943306,Marsh,Khan
17930962,Marsh,Li
14795947,Marsh,Khan
16457974,Marsh,Khan
16368795,Marsh,Correy
12933577,Marsh,Khan
10617910,Trandee,Li
11256702,Marsh,Khan
13889229,Queen,Correy
10591886,Marsh,Khan
18724596,Marsh,Khan
15942538,Marsh,Khan
16753383,Marsh,Khan
14396703,Queen,Khan
14323955,Bamoo,Correy
13259384,Queen,Correy
18274373,Queen,Khan
14320045,Bamoo,Correy
15739202,Marsh,Khan
15030246,Marsh,Li
10507421,Marsh,Khan
10229406,Queen,Khan
18514563,Queen,Khan
10729936,Marsh,Li
12337276,Marsh,Khan
19746636,Bamoo,Li
15404615,Marsh,Khan
18883143,Marsh,Khan
10560434,Queen,Correy
19717110,Bamoo,Khan
18997083,Bamoo,Khan
11406372,Marsh,Correy
16541785,Marsh,Khan
14002050,Marsh,Khan
13869532,Marsh,Khan
16832153,Queen,O'Tooley
14296942,Marsh,Khan
10558486,Marsh,Khan
18468087,Queen,Correy
17434856,Marsh,Khan
10295467,Marsh,Khan
11650606,Marsh,Li
13590056,Marsh,Khan
14948958,Marsh,Khan
19883012,Marsh,Khan
17338342,Marsh,Khan
17396541,Marsh,Khan
12115456,Queen,Khan
16298555,Marsh,Correy
14632482,Marsh,Khan
16846527,Marsh,Khan
13846652,Marsh,Khan
19269042,Marsh,Khan
15099982,Marsh,Correy
13456946,Marsh,Khan
12017383,Bamoo,Khan
15404522,Marsh,Khan
15958571,Queen,Khan
16313964,Queen,Khan
14351741,Marsh,Khan
15429123,Bamoo,Correy
15586013,Queen,Khan
13020034,Marsh,Li
11663203,Marsh,Khan
14095845,Marsh,Correy
16908258,Bamoo,Khan
13783654,Marsh,Correy
10748284,Marsh,Khan
12181134,Marsh,Correy
16720056,Marsh,Khan
14142268,Marsh,Khan
17732011,Trandee,Li
17462575,Marsh,Khan
19863295,Marsh,Khan
18142652,Marsh,Correy
19968991,Marsh,Correy
13000502,Marsh,Khan
19572851,Marsh,Khan
12911076,Queen,Li
17106238,Queen,Khan
14190691,Marsh,Correy
16000551,Queen,Khan
16829747,Marsh,Khan
17354417,Marsh,Khan
15882830,Bamoo,Li
18411755,Marsh,Khan
18597663,Marsh,Khan
11703585,Raffah,Li
12034702,Queen,Li
12586732,Bamoo,Khan
18731596,Marsh,Khan
18510565,Queen,Khan
16160931,Marsh,Li
14127775,Marsh,Correy
12429818,Marsh,Khan
12637375,Marsh,Correy
12222395,Bamoo,Correy
12111933,Queen,Li
11865211,Queen,Khan
14458021,Marsh,Correy
16446640,Marsh,Khan
18387513,Bamoo,Khan
13677050,Marsh,Khan
10355095,Marsh,Khan
10968334,Marsh,Khan
16327623,Trandee,Khan
17094158,Marsh,Khan
11744717,Queen,Khan
15831840,Trandee,O'Tooley
17550078,Marsh,Khan
14238591,Queen,Khan
12229712,Queen,Correy
12279447,Marsh,Correy
19437872,Marsh,Khan
13011240,Marsh,Correy
15179373,Marsh,Li
17160640,Queen,Correy
17694651,Raffah,Khan
17174635,Marsh,Khan
14610279,Raffah,Khan
16346527,Marsh,Khan
17952882,Marsh,Khan
19671718,Marsh,Khan
18618062,Bamoo,Correy
16887564,Marsh,Li
10319394,Queen,Correy
18850236,Marsh,Khan
12726190,Marsh,Khan
14652606,Bamoo,Correy
14382469,Marsh,Li
11904659,Marsh,Khan
15936883,Marsh,Correy
11161996,Marsh,Khan
10894176,Queen,Khan
12129668,Marsh,Li
10707053,Marsh,Khan
17711665,Trandee,Correy
15757327,Marsh,Khan
13051721,Queen,Correy
11033543,Marsh,Khan
16406176,Bamoo,Khan
12778366,Raffah,Khan
17039521,Marsh,Khan
12771496,Marsh,Khan
15743599,Marsh,Khan
12287082,Raffah,Khan
19593395,Marsh,Khan
16361737,Queen,Khan
18047574,Queen,Khan
11595182,Marsh,Correy
14968908,Marsh,Khan
19461453,Queen,Correy
14277081,Marsh,Correy
16773924,Marsh,Correy
16603276,Marsh,Khan
17787677,Marsh,Li
12491675,Queen,Khan
10534880,Marsh,Khan
11012447,Marsh,Khan
12023862,Marsh,Correy
16812358,Queen,Khan
10065024,Queen,Li
14694319,Queen,Correy
10305265,Marsh,Li
13486152,Marsh,Khan
16612683,Queen,Khan
18683732,Queen,Khan
12814812,Marsh,Correy
12843358,Marsh,Khan
12293868,Marsh,Correy
13044954,Marsh,Khan
16232111,Marsh,O'Tooley
13425293,Marsh,Khan
19232517,Bamoo,Khan
14948415,Queen,Khan
10955886,Bamoo,Khan
15351720,Marsh,Khan
19171790,Queen,Khan
19477341,Trandee,Correy
12576573,Bamoo,O'Tooley
13373352,Marsh,Correy
12978449,Marsh,Khan
13235107,Bamoo,Correy
16277879,Marsh,Khan
15311175,Marsh,Khan
16476915,Marsh,Khan
16006385,Marsh,Correy
14050529,Marsh,Correy
18598805,Bamoo,Khan
19630115,Marsh,Khan
12957546,Marsh,Khan
15917598,Marsh,Correy
11967579,Marsh,Khan
17477934,Queen,Correy
17385182,Marsh,Li
19548019,Marsh,Khan
18901689,Marsh,Li
11105347,Marsh,Correy
10885043,Marsh,Khan
11583743,Marsh,Correy
15124295,Marsh,Khan
16054291,Marsh,Khan
18637678,Marsh,Correy
14811352,Marsh,Khan
16693587,Marsh,Correy
17886229,Marsh,Khan
13789785,Raffah,Khan
10756795,Bamoo,Khan
19664060,Marsh,Khan
14324817,Marsh,Khan
11496679,Trandee,Li
19007379,Bamoo,Li
14397565,Marsh,Khan
11074086,Marsh,Correy
12984398,Marsh,Li
12771121,Bamoo,Khan
10197341,Marsh,Khan
12045977,Marsh,Khan
17935940,Marsh,Khan
13667432,Bamoo,Correy
11474269,Trandee,Khan
18279825,Queen,Li
14084718,Marsh,Khan
16160448,Marsh,Khan
16085375,Queen,Correy
14555139,Marsh,Khan
18880445,Trandee,Li
18798125,Trandee,Correy
15205307,Marsh,Khan
15475354,Marsh,Khan
10679906,Marsh,Khan
19537768,Marsh,Khan
18932525,Bamoo,Khan
13381669,Marsh,Khan
16889841,Marsh,Khan
18221870,Marsh,Correy
14587329,Bamoo,Correy
15265218,Marsh,Correy
12568155,Marsh,Khan
13029070,Queen,Correy
12125491,Queen,Correy
19968605,Marsh,Correy
16632610,Marsh,Khan
18115817,Marsh,Li
13945375,Marsh,Correy
18286230,Marsh,Li
15607421,Bamoo,Khan
15126740,Bamoo,Correy
11612770,Marsh,Khan
15117324,Queen,Correy
13996679,Marsh,Khan
15711755,Marsh,Li
11418255,Queen,Khan
14008226,Marsh,Khan
17599220,Marsh,O'Tooley
18166289,Queen,Correy
16046174,Bamoo,Correy
17139407,Marsh,Correy
11269885,Trandee,Correy
19128482,Marsh,Khan
14817872,Marsh,Khan
15509204,Queen,Li
10128781,Queen,Khan
17880126,Queen,Correy
14304358,Bamoo,Correy
13509549,Marsh,Khan
